id,tweet,subtask_a
24863,interesting hypocrisy liberal year discover hush fund congressional sexual scandal work government,OFF
51044,usual republican charge quickly thing improve pull veil liberal people stay power promise bright day,OFF
56611,kerry want appear talk iranian doubt try talk wait trump treason book feel think know policy promote book personal gain,NOT
46988,close happen liar deflect idiotic action court look,OFF
23664,I believe death threat conservative roll way plus amp attorney bankroll soros,OFF
32147,kavanaugh accuser christine blasey ford testify senate judiciary committee,NOT
15243,conservative creepy coward,NOT
31001,legal concept need regulate purchase possession weapon regulate currently gun control restriction amendment right try bring gun courthouse,NOT
25160,nbc day week football liberal look nose american people sanctimonious political remark laugh think like,NOT
80285,I try block I trans porn story perfect ammunition happen facewithopenmouth anguishedface slightlyfrowningface disappointedface cryingface loudlycryingface,NOT
42456,dam white slave owner,OFF
64349,lmaooo wise ily,NOT
82355,abuse liberal rino,OFF
62022,gun control weak subject hand,NOT
62169,oppression need start movement bad antifa dog,OFF
20504,waste air need,NOT
37087,liberal art form spadesuit,NOT
64220,kurt liberal obsess president disgusting penis fantasize room horrible hog sweat stop think mushroom cap member visibly erect,OFF
91919,backbencher think workable,NOT
96095,sign,NOT
36552,antifa fight fascist defend fascist blm sick crooked cop murder unarmed black people defend killer cop,NOT
31282,issue detailed response confirm view deserve opportunity defend reputation completely false allegation I like accuser describe,OFF
34891,I accept apology excuse,NOT
48076,come year later remember actual detail event liberal stop conservative real shame liberal way u feel ashamed,NOT
48002,I girl walk san francisco I come new game homeless antifa homeless pleasant,NOT
16191,shitt pitt perfect wipe seat,OFF
59002,crazy liberal scream throw tantrum inside courtroom let animal hearing circus,OFF
11578,bad like I meet year ago uppity come think good,NOT
63132,unlike I life victoryhand antifa kkk,NOT
13902,conservative fan base forever try support bs,NOT
61144,perfect revolvingheart twoheart revolvingheart love,NOT
13751,I break rule run democrat speak sensible gun control woman tell I ga lax gun law allow daughter kill intervene amp beg I change law win,OFF
71582,rip comrade,NOT
67674,glad safe sorry hear mess confusedface,NOT
81179,omfg facewithtearsofjoy,OFF
25698,write post metric measure success podcast,NOT
46498,algae commercial blaming pretty rich consider gov zero zip want senator fl,OFF
45090,soros contact antifa activist,NOT
60885,evil man know,NOT
56036,oh racist big lip big butt big nose look like pound big create image typical black woman attitude racist,OFF
70535,good stat season mean great pl midfielder rollingonthefloorlaughe fuck,OFF
17492,trump need egypt constantly de nile,NOT
84864,chicago tribune london mayor sadiq khan tie farrakhan forget,NOT
16918,gd I think lose voice,NOT
33193,suddenly bozoobama certainly amp billayer erikholder start police brutality antifa blm ow movement amp fund military yr world sponser terror iran bil nooo isis lover bama,NOT
38294,dumb ass wear helmet game,OFF
96159,suck rating venom spiderman origin venom sony cash grab,OFF
77559,imagine tyranny live leftwe tryant wage war duly elect president american republic gain tyrannical control supreme court neocon crew try deliver,OFF
73339,help help liberal sexual assault fact,NOT
18479,promise free stuff magic money tree facewithrollingeyes facewithrollingeyes facewithtearsofjoy facewithtearsofjoy facewithtearsofjoy facewithtearsofjoy,NOT
26708,lol shit I tweet facewithtearsofjoy facewithtearsofjoy,OFF
89350,I know real republican commit party need leave disgrace republican conservative member work solution constantly diminish potus quit,OFF
99645,stat skewed consider school shooting wide range include school fake stat push gun control,NOT
53855,fantasy gun ban roll mind prevent gun control evil misspell,OFF
85349,haha try hard condescend I sure stormy relate correct sad trump old man literally viagra company joke kid,OFF
86649,bad I like quetsiyah think amara silas deserve,NOT
85961,lisa,NOT
25781,bieber trudeau welcome trudeau,NOT
35882,happen gun control nyc,NOT
27456,transparency act myth woman victim truly craze liberal know end hubris hurt real woman need help,OFF
72756,look scary liberal care optic,NOT
45086,wiltedflower cryingface cryingface cryingface cryingface cryingface sad preventable lift gun control chicago allow decent people defend,NOT
29105,stick quicksand brilliant idea reach pull foot espn,NOT
22408,awfully quiet sleepyface,NOT
28662,I think great,NOT
35183,civil right like right kill child transcend child right life people insist stringent gun control law save life child let sink,OFF
35419,ikr ride trainer fun run lower rear backwoodsistan fucker,OFF
94131,I want basic issue survival fit vs care dem main point core gun control wealth income inequality health care entitlement epa glbl wrm agree,NOT
80975,open world spider man game tho need avenger game niggas,OFF
41918,want health care want rich people pay taxis care deficit want gun control afraid immigrant hate control branch government,OFF
28993,bias park jimin perfect man smilingfacewithhearteyes smilingfacewithhearteyes smilingfacewithhearteyes dancer read vocal twoheart heart rollingonthefloorlaughe heartdecoration thumbsup,NOT
82917,talk dumber look wwgiwga maga,OFF
72928,shove view despicable tv like watch bimbo,OFF
89297,heidi cruz start life brunette blonde god work mysterious way,NOT
41981,facewithtearsofjoy facewithtearsofjoy facewithtearsofjoy hilarious spin word spin alex word I happen I false flag actor help garner public sympathy gun control,NOT
68100,I great idea phone app justwank,NOT
98220,feel sorry voter good choice pigface,OFF
22712,juan contribute fox know fence play pretty know listen like watch paint dry I thgs angryface nauseatedface,OFF
68792,long time prisoner hard time,NOT
53538,leftist collusion prescreene party,OFF
61578,shorty dad teach eveythe pussygrabbe sexual assault family time girl stay silent,OFF
63550,piece royal shit nehru dynasty I wonder I teach stand shake eminent citizen liberal intellectual term tell I thing person mention anti india feed money amp shame I,NOT
89078,especially play good religious boy routine job interview seriously imagine pull crap job interview amp imagine interview supreme court justice kav spend way time talk pure,OFF
82909,sound like lot liberal want america know truth,NOT
23779,ask tough gun control law work chicago,NOT
61218,oh fuck yeah,OFF
30838,soul,OFF
52894,good hybrid,NOT
13075,away child boring entertain doubt pileofpoo pileofpoo pigface pigface,OFF
44499,gun control,NOT
27819,care pay protester capitol police need hold lock,OFF
89381,nigga,OFF
24878,ancom,NOT
54245,journalist spread fake info painting shree krishnaji people forget ligic amp professionalism try secular tear religious book prove stupidity fight cause moral mean,OFF
53575,jaw v jaws jaw star kurt chiselchest lorna buxom whud I win laser sword jess b jealous,OFF
91955,military tribunal holder,NOT
84930,delicious,NOT
90900,I personal,NOT
73958,expect liberal follow rule rule people govern liberal allow,NOT
19521,surprised president commit treason russia elect pick rapist supreme court,OFF
23534,bank,NOT
70611,correct,NOT
11944,facewithtearsofjoy facewithtearsofjoy facewithtearsofjoy facewithtearsofjoy,NOT
37193,good day I trust send I email address,NOT
36761,rock laura need rino expose hide republican status need new blood november continue maga forefather want save country,NOT
12198,right I know hell half time I throw episode worriedface confusedface,NOT
13752,conservative right buy load steam power roll stock brexit britain close line like beeche cut,NOT
11048,suck plan team lemon,OFF
61909,absurd read history politic true belif fascism antifa bidding rule class fascism aka bootlicker liberal right lean,NOT
58145,people need life beautiful lady job need leave leave tessa matter everybody need love hate,NOT
67076,extinct,NOT
94071,fucking glory hunter,OFF
44020,uk fraction population amp fraction number gun mention gun culture amp demand ample supply uk type gun control work exaserbate gun problem,NOT
14992,fix stupid,OFF
90231,tour include flight hotel,NOT
29463,trump need,NOT
85750,trump I ve league billionaire negotiator extraordinaire jan thinkingface I trump,NOT
25019,I know find liberal fault facewithrollingeyes,OFF
57820,excuse twitter twitter right continue viciously attack I I continue respond defend typical liberal try argue antifa style guess lose,NOT
39148,funny thing refer favorably japan gun control admonish japan refugee policy thinkingface thinkingface,NOT
36137,earthy fuck racket abuse fake ass penalty donut watch man match,OFF
77747,rollingonthefloorlaughe rollingonthefloorlaughe rollingonthefloorlaughe rollingonthefloorlaughe rollingonthefloorlaughe rollingonthefloorlaughe rollingonthefloorlaughe rollingonthefloorlaughe rollingonthefloorlaughe rollingonthefloorlaughe rollingonthefloorlaughe rollingonthefloorlaughe rollingonthefloorlaughe rollingonthefloorlaughe rollingonthefloorlaughe rollingonthefloorlaughe rollingonthefloorlaughe sum state liberal,NOT
62931,lmao I proof state I cnn fact fact like I pop stunt stop vote recall house important info,NOT
26171,long ass blog sense,OFF
63168,brett kavanaugh suppose selling point gop candidate midterm election liability cbs bs lie away liberal cnn msm listen ignorant b story poutingface poutingface poutingface poutingface,OFF
61527,rush catch drumpf,NOT
12171,happy birthday tyler god favor day amazing bless today amp partypopper partypopper,NOT
36451,question money liberal want year reason,NOT
61737,conservative cadaver party,OFF
14146,I oppotunity thank I love use supporter corrupt billboard,NOT
46938,face like peter strokz,NOT
28357,reason hear dr ford available testify monday feverishly try find corroborate story help dnc soro deep pocket,NOT
